BHAC15 tracks and internal structure for low mass stars (0.07 Msun to 1.4 Msun)

M/Ms: mass of the star in units of solar mass 
log t: age of the star (in yr)
Teff: effective temperature (in K)
L/Ls: log luminosity in units of solar luminosity (value used Ls=3.839d+33)
g: log g  (surface gravity)
R/Rs : radius of the star in units of solar radius    (value used Rs=6.96d10)
Li/Li0: ratio of surface lithium abundance to initial abundance
log Tc : log of central temprature
log ROc: log of central density (in gr/cc)
Mrad: mass of radiative core (in solar mass)
Rrad: radius of radiatif core (in solar radius)
k2conv: convective gyration radius 
k2rad: radiative gyration radius


------------------------------------------------------------------------
NOTE: Adopted convention to calculate the gyration radii:

k2conv=[ I/(R**2 * Mstar) ]**(1/2)

with I the moment of inertia defined here by :

I = 2/3 integral(r**2 * dm) 
with the integral over the mass of the convective region

Same for k2rad, corresponding to the radiative zone.
(Make sure you take the factor 2/3 into account)

Example: To calculate the moment of inertia of a 1 Msun star at t = 4.6 Gyr, 
the table gives

k2conv= 8.993E-02  
k2rad= 2.519E-01

k2**2 = k2conv**2 + k2rad**2 ~ 0.071 ===> I = 3/2 * k2**2 ~ 0.107

(Which is the expected value of the moment of intertia for the Sun)

END OF NOTE
-----------------------------------------------------------------------------

!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.072     7.413     2945.  -2.374  4.499  0.250    1.000   6.313   1.5375  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.425     2944.  -2.384  4.508  0.247    1.000   6.316   1.5510  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.431     2943.  -2.389  4.513  0.246    1.000   6.318   1.5577  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     7.444     2941.  -2.399  4.522  0.243    1.000   6.322   1.5712  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.450     2940.  -2.404  4.527  0.242    1.000   6.323   1.5780  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.463     2938.  -2.414  4.536  0.240    1.000   6.327   1.5915  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.469     2938.  -2.420  4.540  0.238    1.000   6.329   1.5982  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.482     2936.  -2.430  4.549  0.236    1.000   6.332   1.6117  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.494     2934.  -2.440  4.558  0.234    1.000   6.336   1.6251  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.501     2933.  -2.445  4.563  0.232    1.000   6.337   1.6318  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.514     2931.  -2.455  4.572  0.230    1.000   6.341   1.6452  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.520     2930.  -2.460  4.576  0.229    1.000   6.343   1.6519  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.533     2928.  -2.470  4.585  0.226    0.999   6.346   1.6653  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     7.540     2927.  -2.475  4.590  0.225    0.999   6.348   1.6720  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.552     2925.  -2.486  4.599  0.223    0.999   6.351   1.6854  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.559     2924.  -2.491  4.603  0.222    0.999   6.353   1.6921  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.572     2922.  -2.501  4.612  0.219    0.999   6.356   1.7054  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.585     2920.  -2.511  4.621  0.217    0.999   6.359   1.7188  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.592     2918.  -2.517  4.626  0.216    0.998   6.361   1.7254  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.605     2916.  -2.527  4.635  0.214    0.998   6.364   1.7387  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.611     2915.  -2.532  4.639  0.213    0.998   6.366   1.7454  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     7.625     2913.  -2.542  4.648  0.211    0.997   6.369   1.7586  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     7.631     2911.  -2.548  4.653  0.209    0.997   6.371   1.7653  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     7.645     2909.  -2.558  4.662  0.207    0.996   6.374   1.7785  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     7.651     2908.  -2.563  4.666  0.206    0.995   6.375   1.7852  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     7.665     2905.  -2.574  4.675  0.204    0.994   6.379   1.7984  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     7.671     2904.  -2.579  4.680  0.203    0.993   6.380   1.8050  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     7.685     2901.  -2.590  4.688  0.201    0.992   6.383   1.8183  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     7.691     2899.  -2.595  4.693  0.200    0.991   6.385   1.8249  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     7.705     2896.  -2.606  4.702  0.198    0.989   6.388   1.8381  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     7.712     2895.  -2.611  4.706  0.197    0.987   6.389   1.8447  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.072     7.725     2892.  -2.622  4.715  0.195    0.984   6.392   1.8580  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.072     7.732     2890.  -2.627  4.720  0.194    0.983   6.394   1.8646  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.072     7.739     2889.  -2.633  4.724  0.193    0.981   6.395   1.8712  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.072     7.753     2886.  -2.644  4.733  0.191    0.976   6.398   1.8844  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     7.760     2884.  -2.649  4.738  0.190    0.973   6.400   1.8911  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     7.773     2881.  -2.660  4.747  0.188    0.967   6.403   1.9043  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     7.780     2879.  -2.665  4.751  0.187    0.964   6.404   1.9110  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     7.794     2876.  -2.676  4.760  0.185    0.955   6.407   1.9242  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     7.801     2874.  -2.682  4.764  0.184    0.951   6.409   1.9308  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     7.815     2871.  -2.693  4.773  0.182    0.940   6.412   1.9441  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     7.822     2869.  -2.698  4.778  0.181    0.934   6.413   1.9506  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     7.834     2866.  -2.708  4.785  0.180    0.922   6.415   1.9618  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     7.844     2863.  -2.716  4.792  0.178    0.910   6.417   1.9714  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     7.853     2861.  -2.723  4.797  0.177    0.899   6.419   1.9798  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     7.861     2858.  -2.729  4.802  0.176    0.888   6.421   1.9873  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     7.871     2855.  -2.738  4.809  0.175    0.871   6.423   1.9972  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     7.880     2853.  -2.745  4.815  0.174    0.854   6.424   2.0058  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     7.891     2850.  -2.754  4.822  0.172    0.833   6.426   2.0158  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     7.900     2847.  -2.761  4.827  0.171    0.811   6.428   2.0246  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     7.911     2844.  -2.770  4.834  0.170    0.786   6.430   2.0343  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     7.920     2841.  -2.777  4.840  0.169    0.761   6.432   2.0427  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     7.929     2838.  -2.785  4.846  0.168    0.732   6.434   2.0517  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     7.939     2834.  -2.793  4.852  0.167    0.699   6.435   2.0610  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     7.949     2831.  -2.801  4.858  0.165    0.664   6.437   2.0703  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     7.959     2828.  -2.810  4.864  0.164    0.626   6.439   2.0795  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     7.969     2824.  -2.818  4.870  0.163    0.586   6.441   2.0885  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     7.979     2821.  -2.826  4.877  0.162    0.542   6.442   2.0981  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     7.989     2817.  -2.835  4.883  0.161    0.497   6.444   2.1072  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     7.999     2814.  -2.843  4.889  0.160    0.450   6.446   2.1165  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.009     2810.  -2.851  4.895  0.159    0.405   6.447   2.1253  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.019     2806.  -2.860  4.901  0.157    0.357   6.449   2.1346  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.029     2803.  -2.868  4.907  0.156    0.310   6.451   2.1436  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.039     2798.  -2.877  4.913  0.155    0.264   6.452   2.1528  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.049     2794.  -2.886  4.919  0.154    0.221   6.454   2.1617  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.059     2789.  -2.894  4.925  0.153    0.180   6.455   2.1708  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.069     2784.  -2.903  4.931  0.152    0.144   6.457   2.1797  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.079     2780.  -2.912  4.937  0.151    0.112   6.458   2.1886  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.089     2775.  -2.921  4.943  0.150    0.084   6.460   2.1974  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.099     2771.  -2.930  4.949  0.149    0.061   6.461   2.2063  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.109     2766.  -2.939  4.954  0.148    0.043   6.463   2.2153  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.119     2761.  -2.947  4.960  0.147    0.029   6.464   2.2241  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.129     2757.  -2.956  4.966  0.146    0.019   6.466   2.2328  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.139     2752.  -2.965  4.972  0.145    0.011   6.467   2.2416  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.149     2747.  -2.974  4.978  0.144    0.007   6.468   2.2504  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.159     2742.  -2.982  4.983  0.143    0.004   6.470   2.2590  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.169     2737.  -2.991  4.989  0.142    0.002   6.471   2.2678  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.179     2733.  -3.000  4.995  0.141    0.001   6.472   2.2764  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.189     2728.  -3.009  5.000  0.140    0.000   6.473   2.2850  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.199     2722.  -3.018  5.006  0.139    0.000   6.475   2.2935  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.209     2717.  -3.027  5.012  0.139    0.000   6.476   2.3021  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.222     2710.  -3.039  5.019  0.137    0.000   6.477   2.3130  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.230     2705.  -3.046  5.023  0.137    0.000   6.478   2.3199  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.242     2698.  -3.057  5.030  0.136    0.000   6.480   2.3297  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.249     2694.  -3.063  5.034  0.135    0.000   6.480   2.3359  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.264     2686.  -3.077  5.042  0.134    0.000   6.482   2.3484  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.272     2682.  -3.084  5.046  0.133    0.000   6.483   2.3547  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.280     2677.  -3.091  5.050  0.133    0.000   6.484   2.3609  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.072     8.295     2668.  -3.105  5.058  0.131    0.000   6.485   2.3734  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.302     2664.  -3.112  5.062  0.131    0.000   6.486   2.3797  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.310     2660.  -3.119  5.067  0.130    0.000   6.486   2.3859  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.326     2651.  -3.133  5.075  0.129    0.000   6.488   2.3984  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.333     2646.  -3.140  5.079  0.128    0.000   6.489   2.4046  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.341     2641.  -3.147  5.083  0.128    0.000   6.489   2.4108  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.349     2637.  -3.154  5.087  0.127    0.000   6.490   2.4171  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.365     2627.  -3.168  5.095  0.126    0.000   6.491   2.4295  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.072     8.373     2623.  -3.175  5.099  0.125    0.000   6.492   2.4358  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.381     2618.  -3.183  5.103  0.125    0.000   6.492   2.4420  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.397     2608.  -3.197  5.111  0.124    0.000   6.493   2.4545  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.405     2603.  -3.204  5.115  0.123    0.000   6.494   2.4608  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.413     2598.  -3.212  5.119  0.122    0.000   6.494   2.4670  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.421     2592.  -3.220  5.123  0.122    0.000   6.495   2.4733  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.072     8.429     2587.  -3.228  5.127  0.121    0.000   6.495   2.4795  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.446     2575.  -3.243  5.135  0.120    0.000   6.496   2.4921  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.454     2570.  -3.251  5.139  0.120    0.000   6.497   2.4984  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.463     2564.  -3.259  5.143  0.119    0.000   6.497   2.5046  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.072     8.471     2558.  -3.267  5.147  0.119    0.000   6.497   2.5109  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     8.480     2552.  -3.276  5.151  0.118    0.000   6.498   2.5172  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     8.497     2539.  -3.292  5.159  0.117    0.000   6.499   2.5297  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.072     8.505     2533.  -3.300  5.163  0.116    0.000   6.499   2.5360  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     8.514     2527.  -3.309  5.167  0.116    0.000   6.499   2.5422  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     8.523     2520.  -3.317  5.171  0.115    0.000   6.500   2.5484  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     8.532     2513.  -3.326  5.175  0.115    0.000   6.500   2.5547  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.072     8.540     2507.  -3.334  5.179  0.114    0.000   6.500   2.5609  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     8.549     2500.  -3.343  5.183  0.114    0.000   6.500   2.5671  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     8.567     2486.  -3.361  5.191  0.113    0.000   6.501   2.5794  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.072     8.576     2479.  -3.369  5.195  0.112    0.000   6.501   2.5855  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     8.586     2472.  -3.378  5.199  0.112    0.000   6.501   2.5917  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     8.595     2464.  -3.388  5.203  0.111    0.000   6.501   2.5978  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     8.604     2457.  -3.397  5.207  0.111    0.000   6.501   2.6039  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.072     8.614     2450.  -3.406  5.211  0.110    0.000   6.501   2.6100  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     8.623     2442.  -3.415  5.215  0.110    0.000   6.501   2.6161  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     8.633     2434.  -3.424  5.219  0.109    0.000   6.501   2.6221  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.072     8.642     2427.  -3.434  5.223  0.109    0.000   6.501   2.6282  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.072     8.652     2419.  -3.443  5.226  0.108    0.000   6.501   2.6342  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.072     8.662     2411.  -3.453  5.230  0.108    0.000   6.501   2.6403  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     8.672     2403.  -3.462  5.234  0.107    0.000   6.501   2.6463  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     8.682     2395.  -3.472  5.238  0.107    0.000   6.501   2.6523  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.072     8.692     2386.  -3.482  5.242  0.106    0.000   6.501   2.6582  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     8.702     2378.  -3.492  5.246  0.106    0.000   6.500   2.6642  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     8.712     2370.  -3.502  5.249  0.105    0.000   6.500   2.6701  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.072     8.723     2361.  -3.512  5.253  0.105    0.000   6.500   2.6761  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     8.733     2353.  -3.522  5.257  0.104    0.000   6.500   2.6819  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     8.744     2344.  -3.532  5.261  0.104    0.000   6.500   2.6878  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.072     8.754     2336.  -3.542  5.264  0.104    0.000   6.499   2.6936  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     8.765     2327.  -3.552  5.268  0.103    0.000   6.499   2.6993  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     8.776     2318.  -3.562  5.272  0.103    0.000   6.498   2.7050  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.072     8.787     2310.  -3.573  5.275  0.102    0.000   6.498   2.7107  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     8.798     2301.  -3.583  5.279  0.102    0.000   6.498   2.7163  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.072     8.809     2292.  -3.593  5.283  0.101    0.000   6.497   2.7219  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     8.820     2284.  -3.603  5.286  0.101    0.000   6.497   2.7274  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     8.831     2275.  -3.613  5.290  0.101    0.000   6.496   2.7328  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.072     8.842     2266.  -3.624  5.293  0.100    0.000   6.495   2.7382  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     8.853     2257.  -3.634  5.297  0.100    0.000   6.495   2.7436  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     8.865     2248.  -3.644  5.300  0.099    0.000   6.494   2.7489  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.072     8.876     2239.  -3.654  5.303  0.099    0.000   6.494   2.7541  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     8.888     2230.  -3.665  5.307  0.099    0.000   6.493   2.7593  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     8.899     2221.  -3.675  5.310  0.098    0.000   6.492   2.7645  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.072     8.911     2212.  -3.685  5.313  0.098    0.000   6.492   2.7695  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.072     8.923     2203.  -3.696  5.317  0.098    0.000   6.491   2.7745  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.072     8.935     2191.  -3.708  5.320  0.097    0.000   6.490   2.7794  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.072     8.947     2178.  -3.722  5.323  0.097    0.000   6.489   2.7843  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.072     8.959     2164.  -3.736  5.326  0.096    0.000   6.489   2.7890  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.072     8.972     2150.  -3.750  5.329  0.096    0.000   6.488   2.7937  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.072     8.984     2137.  -3.765  5.332  0.096    0.000   6.487   2.7983  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.072     8.997     2123.  -3.779  5.335  0.095    0.000   6.486   2.8028  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.072     9.011     2109.  -3.793  5.338  0.095    0.000   6.485   2.8073  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.072     9.024     2097.  -3.806  5.341  0.095    0.000   6.484   2.8116  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.072     9.037     2088.  -3.816  5.343  0.095    0.000   6.484   2.8157  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.072     9.049     2079.  -3.826  5.346  0.094    0.000   6.483   2.8195  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.072     9.061     2071.  -3.835  5.348  0.094    0.000   6.482   2.8232  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     9.073     2063.  -3.844  5.351  0.094    0.000   6.481   2.8267  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     9.085     2056.  -3.852  5.353  0.094    0.000   6.480   2.8301  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     9.096     2048.  -3.861  5.355  0.093    0.000   6.480   2.8333  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     9.107     2041.  -3.869  5.357  0.093    0.000   6.479   2.8364  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.072     9.117     2034.  -3.877  5.359  0.093    0.000   6.478   2.8394  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     9.128     2028.  -3.884  5.361  0.093    0.000   6.477   2.8422  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     9.138     2021.  -3.892  5.363  0.093    0.000   6.477   2.8449  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     9.148     2015.  -3.899  5.364  0.092    0.000   6.476   2.8475  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     9.157     2009.  -3.905  5.366  0.092    0.000   6.475   2.8500  0.0000   0.000E+00  4.661E-01  0.000E+00
 0.072     9.167     2003.  -3.912  5.367  0.092    0.000   6.475   2.8524  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.176     1975.  -3.938  5.369  0.092    0.000   6.474   2.8545  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.185     1929.  -3.980  5.370  0.092    0.000   6.474   2.8559  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.194     1897.  -4.009  5.370  0.092    0.000   6.473   2.8570  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.203     1886.  -4.021  5.371  0.092    0.000   6.473   2.8580  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.211     1875.  -4.031  5.372  0.092    0.000   6.473   2.8589  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.220     1866.  -4.040  5.372  0.091    0.000   6.473   2.8596  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.228     1857.  -4.048  5.373  0.091    0.000   6.473   2.8603  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.236     1850.  -4.056  5.373  0.091    0.000   6.472   2.8609  0.0000   0.000E+00  4.660E-01  0.000E+00
 0.072     9.244     1843.  -4.062  5.373  0.091    0.000   6.472   2.8614  0.0000   0.000E+00  4.660E-01  0.000E+00
